ADC[mV],Beschleunigung_x[mg],Beschleunigung_y[mg],Beschleunigung_z[mg],Winkelgeschwindigkeit_x[mdeg/s],Winkelgeschwindigkeit_y[mdeg/s],Winkelgeschwindigkeit_z[mdeg/s],Magnetfeld_x[mT],Magnetfeld_y[mT],Magnetfeld_z[mT],Widerstand[A/(Vs)],Zeit[ms]
466,11,1019,169,-6225,-3540,12084,1,71,74,6924,547433
466,-48,1027,150,-7934,-1831,8544,1,71,74,6924,547438
466,60,988,125,4028,-4394,8666,1,71,74,6924,547443
468,144,949,125,4150,-12329,6958,1,71,74,6924,547448
466,21,943,119,122,-13305,-5249,1,71,74,6924,547453
466,-44,1027,181,2563,-20263,-3540,0,72,74,6924,547458
466,828,619,458,-4394,-26977,-17944,0,72,74,6924,547463
466,478,953,220,-9521,-22583,-11962,0,72,74,6924,547468
466,478,1056,93,-1708,-37597,-19287,0,72,74,6924,547473
466,562,1066,140,2075,-35888,-19042,0,72,74,6924,547478
465,574,1013,177,3906,-30761,-13183,0,72,74,6924,547483
467,558,1097,109,3173,-31372,-11352,0,72,74,6924,547488
468,552,1017,91,7568,-28808,-9155,0,71,76,6924,547493
466,539,1152,72,-1464,-28686,-7690,0,71,76,6924,547498
466,542,1107,91,1708,-18920,976,0,71,76,6924,547503
466,552,1181,91,-2197,-18920,854,0,71,76,6924,547508
466,576,1117,97,-5493,-15991,8911,0,71,76,6924,547513
466,593,1140,111,-6835,-18554,8056,0,71,76,6924,547518
466,580,1201,101,-8666,-26123,14770,0,71,76,6924,547523
466,566,1156,93,-9521,-16113,14892,1,70,77,6924,547528
467,537,1218,93,-7080,-25756,21362,1,70,77,6924,547533
466,486,1191,93,-16479,-26367,23437,1,70,77,6924,547538
467,429,1203,91,-14648,-27343,26367,1,70,77,6924,547543
466,369,1203,91,-13427,-18066,21606,1,70,77,6924,547548
466,298,1195,91,-9399,-31860,29907,1,70,77,6924,547553
466,255,1199,97,-16967,-27587,29174,1,71,76,6926,547558
466,203,1181,107,-14526,-26489,22949,1,71,76,6926,547563
466,162,1199,113,-12329,-31982,21362,1,71,76,6926,547568
466,130,1185,103,-13549,-36743,7080,1,71,76,6926,547573
466,113,1189,105,-19775,-32836,8666,1,71,76,6926,547578
465,105,1193,95,-17700,-32226,9521,1,71,76,6926,547583
466,97,1183,93,-17211,-35156,2441,1,71,76,6926,547588
466,89,1193,87,-15747,-28930,-6225,1,72,76,6923,547593
466,74,1179,91,-15380,-28198,-3540,1,72,76,6923,547598
467,60,1181,87,-25024,-34912,-12695,1,72,76,6923,547603
466,41,1171,91,-20874,-36621,-18798,1,72,76,6923,547608
466,19,1169,87,-21362,-30273,-14404,1,72,76,6923,547613
467,9,1167,85,-19653,-25634,-31738,1,72,76,6923,547618
465,-7,1171,87,-20141,-37231,-47851,1,72,76,6923,547623
466,-15,1160,89,-20751,-22827,-36743,1,72,78,6925,547628
468,-29,1150,80,-20141,-21118,-40893,1,72,78,6925,547633
467,-29,1150,80,-14892,-18798,-47851,1,72,78,6925,547638
466,-39,1146,78,-22216,-18798,-52368,1,72,78,6925,547643
467,-46,1144,85,-24536,-20141,-55053,1,72,78,6925,547648
467,-56,1142,87,-15747,-8544,-66040,1,72,78,6925,547653
468,-60,1136,91,-20507,-10131,-58471,1,72,78,6925,547658
466,-64,1134,91,-22216,-6225,-56396,1,72,79,6923,547663
467,-68,1130,91,-22216,-10009,-61889,1,72,79,6923,547668
466,-72,1123,95,-21118,-4028,-60791,1,72,79,6923,547673
466,-76,1101,93,-18554,-4150,-59570,1,72,79,6923,547678
466,-72,1089,107,-17944,854,-66772,1,72,79,6923,547683
466,-70,1083,103,-20874,-976,-69458,1,72,79,6923,547688
465,-83,1056,113,-24169,-1953,-55297,1,72,79,6923,547693
467,-91,1050,107,-22827,0,-67626,1,69,80,6926,547698
465,-103,1031,117,-24780,5737,-58715,1,69,80,6926,547703
466,-119,1015,123,-20996,2929,-55908,1,69,80,6926,547708
466,-134,1000,117,-24291,2563,-54931,1,69,80,6926,547713
467,-140,988,130,-20751,1831,-59204,1,69,80,6926,547718
465,-142,972,128,-23681,-3784,-50170,1,69,80,6926,547723
466,-134,957,115,-20263,-6225,-49438,1,69,80,6926,547728
466,-140,949,113,-25756,-1342,-51147,2,69,81,6924,547733
466,-154,941,97,-21728,2807,-46142,2,69,81,6924,547738
466,-164,925,95,-25146,-9155,-46752,2,69,81,6924,547743
466,-177,910,99,-22216,-6103,-34301,2,69,81,6924,547748
468,-191,900,101,-24902,-3662,-34912,2,69,81,6924,547753
466,-212,890,105,-16845,-9765,-40283,2,69,81,6924,547758
466,-224,873,105,-16601,-13427,-38818,2,69,81,6924,547763
466,-234,863,111,-17822,-19653,-26611,3,68,81,6926,547768
466,-246,859,109,-13183,-15991,-35400,3,68,81,6926,547773
466,-251,847,109,-15014,-24902,-27343,3,68,81,6926,547778
467,-261,843,113,-12207,-23071,-21362,3,68,81,6926,547783
467,-273,841,113,-9887,-29052,-15502,3,68,81,6926,547788
467,-277,839,117,-11962,-31738,-15136,3,68,81,6926,547793
467,-269,849,123,-11962,-38208,-14648,3,67,82,6926,547798
467,-273,847,121,-6835,-26855,-21972,3,67,82,6926,547803
466,-271,855,128,-7324,-31372,-14038,3,67,82,6926,547808
466,-265,861,134,-3784,-34301,-8544,3,67,82,6926,547813
466,-251,855,130,-7690,-36743,-7202,3,67,82,6926,547818
466,-253,871,134,-2197,-30273,-6835,3,67,82,6926,547823
467,-251,871,136,-2075,-31127,-13916,3,67,82,6926,547828
466,-248,880,136,-3906,-40283,-8300,4,68,84,6925,547833
467,-253,884,136,-4150,-32714,-11474,4,68,84,6925,547838
466,-253,882,138,1342,-28320,-7080,4,68,84,6925,547843
466,-261,890,146,4272,-32958,-4150,4,68,84,6925,547848
466,-253,892,152,-1586,-24414,-4028,4,68,84,6925,547853
465,-267,904,158,6225,-22338,-8178,4,68,84,6925,547858
467,-263,896,158,976,-25146,-7690,4,68,84,6925,547863
466,-271,908,154,10986,-17944,-5859,3,67,84,6925,547868
466,-271,912,154,6469,-17578,-5981,3,67,84,6925,547873
466,-267,919,152,4272,-17822,-11230,3,67,84,6925,547878
466,-267,937,152,-2685,-15014,-3540,3,67,84,6925,547883
466,-251,935,148,4028,-14038,-3295,3,67,84,6925,547888
466,-242,945,140,1464,-14648,-4028,3,67,84,6925,547893
467,-234,947,134,8544,-8178,-3051,3,67,84,6925,547898
468,-230,958,128,10253,-11718,-8178,2,68,84,6924,547903
466,-220,966,123,9155,-9277,-5859,2,68,84,6924,547908
466,-220,970,117,11596,-6591,854,2,68,84,6924,547913
466,-207,976,113,15625,-14526,-1586,2,68,84,6924,547918
466,-207,976,126,16723,-2075,-2807,2,68,84,6924,547923
466,-203,980,113,17089,-8666,-1953,2,68,84,6924,547928
466,-208,990,117,14160,-9277,-5615,2,68,84,6924,547933
465,-205,992,117,20019,-6347,2319,2,68,85,6926,547938
465,-208,992,117,13305,-13793,-3906,2,68,85,6926,547943
466,-210,1000,117,18310,-3051,-488,2,68,85,6926,547948
466,-199,1009,128,12084,-8300,-8789,2,68,85,6926,547953
466,-199,1019,134,16845,-2807,5126,2,68,85,6926,547958
466,-187,1027,138,21606,-4028,-2685,2,68,85,6926,547963
466,-181,1037,142,25024,-6835,5493,2,68,85,6926,547968
466,-164,1044,142,21606,-2929,7690,4,68,84,6923,547973
466,-154,1046,144,16967,-8666,7812,4,68,84,6923,547978
466,-152,1052,142,27709,-8666,9399,4,68,84,6923,547983
467,-146,1056,148,19409,-13793,16113,4,68,84,6923,547988
466,-144,1054,148,27954,-10131,10253,4,68,84,6923,547993
466,-136,1048,140,19042,-9277,12817,4,68,84,6923,547998
466,-138,1042,130,26245,-10620,12329,4,68,84,6923,548003
467,-138,1041,128,22583,-14648,14648,3,68,84,6924,548008
466,-126,1044,130,25756,-8666,18066,3,68,84,6924,548013
466,-119,1037,125,31372,-11108,15869,3,68,84,6924,548018
465,-119,1041,111,28686,-12329,6713,3,68,84,6924,548023
468,-111,1044,123,22216,244,15625,3,68,84,6924,548028
466,-109,1048,119,25024,-7324,13549,3,68,84,6924,548033
468,-99,1050,117,28320,610,18066,3,68,84,6924,548038
466,-101,1046,123,25512,732,13183,3,69,85,6925,548043
466,-113,1044,128,21850,-610,10864,3,69,85,6925,548048
467,-115,1042,126,27954,1220,13549,3,69,85,6925,548053
466,-113,1035,128,26489,2685,5737,3,69,85,6925,548058
468,-119,1029,126,20507,-5981,15014,3,69,85,6925,548063
467,-130,1031,132,23559,244,10864,3,69,85,6925,548068
466,-132,1021,128,27343,-732,21118,2,67,84,6924,548073
466,-134,1027,126,26245,4394,8911,2,67,84,6924,548078
466,-138,1029,138,24780,-1464,7690,2,67,84,6924,548083
465,-140,1027,136,22949,0,3417,2,67,84,6924,548088
467,-134,1017,134,24291,5981,9155,2,67,84,6924,548093
466,-130,1011,140,23803,3540,-2563,2,67,84,6924,548098
468,-128,1011,144,22094,4516,9155,2,67,84,6924,548103
466,-125,1013,140,21240,-1220,1953,4,68,83,6925,548108
466,-115,1005,140,18432,122,7324,4,68,83,6925,548113
465,-113,998,136,16113,-3173,10864,4,68,83,6925,548118
466,-109,996,128,21606,1586,4272,4,68,83,6925,548123
468,-103,988,134,18676,2319,6958,4,68,83,6925,548128
466,-95,982,130,21972,-4028,5126,4,68,83,6925,548133
466,-105,966,125,11962,2075,854,4,68,83,6925,548138
467,-99,962,123,26733,3662,-2563,2,69,83,6925,548143
466,-91,955,121,16479,-4028,3417,2,69,83,6925,548148
466,-83,945,119,18432,-2075,4272,2,69,83,6925,548153
467,-74,933,115,20385,7934,9887,2,69,83,6925,548158
466,-62,921,111,18066,1831,1342,2,69,83,6925,548163
467,-54,908,103,8666,2929,8056,2,69,83,6925,548168
466,-46,898,97,7934,2807,-1586,2,69,83,6925,548173
466,-29,882,95,14770,9155,3417,2,67,82,6924,548178
466,-17,871,93,12817,7934,5249,2,67,82,6924,548183
466,-1,855,87,7202,13793,1953,2,67,82,6924,548188
466,0,837,91,6958,8300,5493,2,67,82,6924,548193
466,7,820,87,10864,7446,2197,2,67,82,6924,548198
466,15,804,87,6835,13793,2441,2,67,82,6924,548203
466,13,781,82,5859,10498,7202,2,67,82,6924,548208
466,11,759,89,4882,16601,8056,1,68,83,6925,548213
466,7,736,91,7202,20141,8666,1,68,83,6925,548218
466,13,708,87,5371,16113,8422,1,68,83,6925,548223
466,9,689,85,5004,17700,6591,1,68,83,6925,548228
466,17,667,74,2075,15869,9643,1,68,83,6925,548233
466,39,638,62,7080,20507,17089,1,68,83,6925,548238
466,50,630,54,3417,17944,10375,1,68,83,6925,548243
466,58,601,35,-3295,16723,11352,3,70,82,6925,548248
466,80,591,17,-5126,15380,19287,3,70,82,6925,548253
466,95,554,7,-1220,17944,21118,3,70,82,6925,548258
466,115,533,-11,-5493,12939,20874,3,70,82,6925,548263
467,140,501,-25,-366,25268,18798,3,70,82,6925,548268
466,156,470,-31,2319,23925,32714,3,70,82,6925,548273
466,164,435,-29,-4516,22583,30517,3,70,82,6925,548278
466,185,414,-44,-3540,24536,32348,2,70,82,6926,548283
466,187,371,-44,-6469,21850,29418,2,70,82,6926,548288
466,195,351,-50,4760,21118,40527,2,70,82,6926,548293
466,193,308,-64,122,21972,40039,2,70,82,6926,548298
466,199,289,-54,732,28320,42602,2,70,82,6926,548303
466,212,281,-54,-1342,25756,56030,2,70,82,6926,548308
466,222,250,-52,3173,29418,58837,2,70,82,6926,548313
466,207,283,-83,3662,23559,55786,2,70,82,6926,548318
465,218,207,-72,732,28686,55786,2,70,82,6926,548323
467,234,224,-74,-2441,27954,61401,2,70,82,6926,548328
466,232,177,-44,0,20874,65063,2,70,82,6926,548333
465,212,138,-42,-488,22583,67382,2,70,82,6926,548338
466,234,173,-27,4028,13916,76782,2,70,82,6926,548343
466,220,89,-19,-1098,16967,68359,2,71,81,6925,548348
466,207,126,-13,5249,15869,70190,2,71,81,6925,548353
466,230,74,3,3417,6469,75561,2,71,81,6925,548358
465,263,103,7,-4028,3540,79833,2,71,81,6925,548363
465,294,78,1,3784,-1342,85815,2,71,81,6925,548368
466,330,80,-9,1464,-6835,90820,2,71,81,6925,548373
466,371,113,-21,3051,-4394,93750,2,71,81,6925,548378
466,412,109,-35,3173,-14648,87768,1,72,81,6925,548383
465,466,162,-50,15625,-13061,108032,1,72,81,6925,548388
465,513,171,-72,13183,-18798,105834,1,72,81,6925,548393
466,568,240,-78,13305,-15258,113403,1,72,81,6925,548398
465,626,271,-87,11840,-20019,113037,1,72,81,6925,548403
465,685,302,-80,18066,-20629,131713,1,72,81,6925,548408
465,738,353,-74,15991,-22949,139282,1,72,81,6925,548413
466,804,376,-60,18432,-28320,144775,0,73,79,6927,548418
466,855,419,-50,22338,-32104,160278,0,73,79,6927,548423
466,902,433,-11,18920,-38330,162475,0,73,79,6927,548428
465,923,455,3,20996,-37719,184448,0,73,79,6927,548433
466,931,455,41,22338,-42846,194580,0,73,79,6927,548438
465,925,476,58,19287,-50659,196411,0,73,79,6927,548443
465,917,494,78,22705,-56030,209106,0,73,79,6927,548448
466,917,525,89,23925,-60913,225341,-2,75,79,6926,548453
465,917,556,95,22949,-62377,237060,-2,75,79,6926,548458
465,914,591,101,26733,-68969,256591,-2,75,79,6926,548463
464,929,642,123,26000,-65673,259399,-2,75,79,6926,548468
465,951,689,126,19775,-78002,271606,-2,75,79,6926,548473
466,980,750,128,25756,-63720,286132,-2,75,79,6926,548478
465,1001,812,132,19042,-62377,298583,-2,75,79,6926,548483
465,1031,886,142,16845,-65917,310302,-5,79,79,6925,548488
464,1074,988,193,9643,-55175,322875,-5,79,79,6925,548493
465,1138,1060,259,12451,-58715,333251,-5,79,79,6925,548498
464,1173,1148,298,11108,-46020,351440,-5,79,79,6925,548503
465,996,1388,261,-2685,-44921,371337,-5,79,79,6925,548508
465,1316,1359,328,-7080,-51513,391235,-5,79,79,6925,548513
464,1730,2019,683,-20507,-19897,409790,-5,79,79,6925,548518
465,1197,1615,378,-21362,-27221,426025,-11,84,79,6926,548523
465,2105,1970,453,-18188,-23193,445556,-11,84,79,6926,548528
464,1798,2500,492,-21362,-27954,472412,-11,84,79,6926,548533
465,1900,2037,517,-22827,-35522,493896,-11,84,79,6926,548538
464,2052,2103,595,-34423,-22094,513549,-11,84,79,6926,548543
463,2205,2486,529,-42236,-29418,535278,-11,84,79,6926,548548
465,2214,2273,541,-42358,-34057,550415,-23,86,82,6926,548553
465,2199,2589,478,-40039,-36010,569702,-23,86,82,6926,548558
465,2199,2564,466,-42968,-30273,591064,-23,86,82,6926,548563
466,2175,2484,449,-50048,-28442,605957,-23,86,82,6926,548568
466,2128,2646,398,-53955,-18432,612915,-23,86,82,6926,548573
465,2046,2623,355,-51635,-19531,631225,-23,86,82,6926,548578
465,1955,2632,283,-61645,-14160,635620,-23,86,82,6926,548583
465,1861,2621,208,-62866,-7812,643188,-37,82,83,6926,548588
466,1765,2529,136,-63232,7812,647460,-37,82,83,6926,548593
467,1683,2498,91,-68359,16967,649414,-37,82,83,6926,548598
466,1574,2380,52,-77636,30273,659179,-37,82,83,6926,548603
468,1568,1962,39,-84350,40649,660278,-37,82,83,6926,548608
468,1470,2025,-35,-80444,52856,653198,-37,82,83,6926,548613
468,1412,1761,-9,-87036,62622,647216,-37,82,83,6926,548618
468,1300,1437,31,-89721,65673,633056,-50,74,84,6925,548623
469,1154,1371,74,-89111,73364,625610,-50,74,84,6925,548628
469,824,955,111,-100463,74951,599365,-50,74,84,6925,548633
468,330,435,121,-96679,74462,584350,-50,74,84,6925,548638
467,-142,-222,93,-102050,56152,539672,-50,74,84,6925,548643
468,42,-140,87,-91796,45654,500732,-50,74,84,6925,548648
468,-91,-613,56,-88500,25390,454345,-50,74,84,6925,548653
469,-66,-755,-56,-66284,2685,407958,-56,63,87,6926,548658
468,58,-785,-218,-62866,-7690,369750,-56,63,87,6926,548663
468,232,-886,-369,-36743,-19042,317749,-56,63,87,6926,548668
468,439,-773,-566,-21118,-12084,281127,-56,63,87,6926,548673
466,658,-816,-677,-4394,-1831,239624,-56,63,87,6926,548678
466,781,-662,-755,9521,13916,198974,-56,63,87,6926,548683
467,853,-708,-781,29052,21972,167846,-56,63,87,6926,548688
467,919,-603,-785,49926,38452,149414,-58,57,87,6927,548693
466,1050,-695,-628,57373,48828,111450,-58,57,87,6927,548698
468,947,-640,-500,64697,49194,73974,-58,57,87,6927,548703
468,865,-638,-380,82641,55786,53588,-58,57,87,6927,548708
466,818,-587,-269,91796,56884,32592,-58,57,87,6927,548713
465,796,-525,-154,103027,51147,11840,-58,57,87,6927,548718
465,794,-410,-29,103149,40161,-11596,-58,57,87,6927,548723
467,767,-300,85,108276,36621,-27099,-59,54,87,6925,548728
465,730,-148,152,106689,16113,-49926,-59,54,87,6925,548733
466,695,-74,257,98022,10620,-67138,-59,54,87,6925,548738
465,1230,-162,671,91674,10864,-79101,-59,54,87,6925,548743
466,390,-224,574,86791,-18066,-85937,-59,54,87,6925,548748
465,595,142,429,91796,-12573,-96679,-59,54,87,6925,548753
465,826,-64,609,86303,-26367,-109252,-59,54,87,6925,548758
465,933,58,601,80566,-35400,-109863,-59,54,87,6926,548763
465,931,72,591,67260,-50537,-129516,-59,54,87,6926,548768
465,931,60,542,62866,-53466,-131225,-59,54,87,6926,548773
465,1003,95,476,52856,-59448,-139648,-59,54,87,6926,548778
463,1111,60,445,41381,-59570,-127441,-59,54,87,6926,548783
463,1208,74,400,32714,-60302,-141601,-59,54,87,6926,548788
465,1294,42,361,24902,-50781,-140014,-59,54,87,6926,548793
465,1365,60,314,20141,-52001,-138916,-58,57,87,6924,548798
463,1425,35,275,8911,-47607,-135375,-58,57,87,6924,548803
465,1482,33,214,9765,-43579,-126098,-58,57,87,6924,548808
463,1507,0,183,1098,-31982,-125976,-58,57,87,6924,548813
464,1546,-1,146,-3662,-27709,-128540,-58,57,87,6924,548818
464,1562,-23,126,-3051,-11596,-130371,-58,57,87,6924,548823
463,1566,-41,97,-13793,-10864,-128051,-58,59,84,6925,548828
463,1556,-44,91,-18554,10498,-114379,-58,59,84,6925,548833
463,1537,-50,89,-16845,19287,-114868,-58,59,84,6925,548838
460,1498,-64,87,-30029,25878,-114135,-58,59,84,6925,548843
460,1453,-70,87,-27221,34667,-102416,-58,59,84,6925,548848
460,1406,-66,91,-32104,49072,-93261,-58,59,84,6925,548853
460,1363,-62,91,-34790,58227,-96679,-58,59,84,6925,548858
459,1324,-78,93,-39428,58349,-89599,-57,60,87,6925,548863
458,1269,-82,95,-38208,63232,-84228,-57,60,87,6925,548868
458,1216,-87,93,-39184,64575,-83740,-57,60,87,6925,548873
459,1183,-93,97,-44921,62377,-66528,-57,60,87,6925,548878
459,1138,-95,95,-39062,67260,-66894,-57,60,87,6925,548883
457,1115,-97,93,-41870,66162,-65551,-57,60,87,6925,548888
458,1089,-111,91,-40771,65185,-63354,-57,60,87,6925,548893
458,1076,-111,91,-41381,64453,-59204,-55,63,87,6925,548898
458,1054,-121,91,-43457,49926,-50170,-55,63,87,6925,548903
458,1046,-136,91,-38085,53100,-52978,-55,63,87,6925,548908
458,1050,-138,91,-37719,54565,-36743,-55,63,87,6925,548913
460,1062,-148,89,-37719,43823,-42846,-55,63,87,6925,548918
458,1062,-154,87,-39428,37597,-33569,-55,63,87,6925,548923
458,1070,-169,78,-34790,29907,-32836,-55,63,87,6925,548928
458,1074,-181,64,-33081,27221,-31250,-55,63,88,6925,548933
457,1074,-193,56,-34667,29052,-29663,-55,63,88,6925,548938
458,1074,-197,52,-28686,19042,-20996,-55,63,88,6925,548943
459,1068,-201,50,-35644,16357,-17333,-55,63,88,6925,548948
459,1058,-212,39,-26855,13061,-11840,-55,63,88,6925,548953
458,1042,-212,39,-19409,14160,0,-55,63,88,6925,548958
458,1021,-216,35,-20996,5859,-10864,-55,63,88,6925,548963
458,1011,-218,44,-19165,1098,-7568,-56,65,90,6924,548968
458,1000,-220,46,-18554,0,-5004,-56,65,90,6924,548973
459,984,-226,54,-13305,-12939,2563,-56,65,90,6924,548978
458,972,-228,56,-9887,-8178,8666,-56,65,90,6924,548983
459,972,-240,60,-8544,-15747,-610,-56,65,90,6924,548988
458,960,-240,70,-6958,-23315,4638,-56,65,90,6924,548993
458,955,-242,72,-976,-16723,9887,-56,65,90,6924,548998
458,955,-261,83,854,-21972,5615,-55,64,90,6924,549003
458,949,-253,83,-2319,-25146,7812,-55,64,90,6924,549008
458,949,-257,87,1708,-28198,14770,-55,64,90,6924,549013
460,947,-257,89,2441,-22949,7812,-55,64,90,6924,549018
458,945,-253,89,2197,-27221,18554,-55,64,90,6924,549023
457,947,-257,89,6835,-26489,8911,-55,64,90,6924,549028
458,949,-248,91,7934,-24658,16113,-55,64,90,6924,549033
459,937,-244,91,9765,-25756,10864,-55,65,88,6924,549038
457,945,-246,93,7446,-23437,14038,-55,65,88,6924,549043
458,953,-238,93,16601,-19775,18920,-55,65,88,6924,549048
458,951,-240,93,13549,-27221,10009,-55,65,88,6924,549053
459,957,-250,99,16235,-26733,20385,-55,65,88,6924,549058
458,962,-242,105,17700,-21972,11474,-55,65,88,6924,549063
458,976,-253,107,23681,-19287,13916,-55,65,88,6925,549068
458,982,-251,111,20507,-18920,4394,-55,65,88,6925,549073
458,992,-259,117,24169,-21362,4394,-55,65,88,6925,549078
458,1013,-259,105,26367,-19653,12573,-55,65,88,6925,549083
460,1019,-255,109,25146,-18310,11962,-55,65,88,6925,549088
457,1031,-257,101,23681,-16845,13305,-55,65,88,6925,549093
459,1035,-248,99,21484,-14770,9765,-55,65,88,6925,549098
458,1042,-244,97,25268,-10131,5004,-57,64,88,6926,549103
459,1046,-242,99,21728,-11962,6225,-57,64,88,6926,549108
458,1058,-232,103,30883,-7568,8544,-57,64,88,6926,549113
458,1046,-232,95,20751,-7446,2319,-57,64,88,6926,549118
458,1046,-228,103,23681,-7324,5493,-57,64,88,6926,549123
457,1042,-226,105,27954,-1220,7812,-57,64,88,6926,549128
458,1046,-226,111,23315,-122,7568,-57,64,88,6926,549133
458,1044,-222,113,26000,-6103,3906,-56,65,88,6923,549138
458,1041,-222,119,25268,-610,5126,-56,65,88,6923,549143
458,1042,-220,128,16601,-5493,6713,-56,65,88,6923,549148
458,1042,-218,126,30151,3662,7934,-56,65,88,6923,549153
458,1039,-214,132,25634,-1464,8666,-56,65,88,6923,549158
458,1039,-212,136,29541,4516,7080,-56,65,88,6923,549163
458,1037,-205,142,24902,1953,4760,-56,65,88,6923,549168
458,1039,-205,138,25390,2929,5615,-56,64,87,6926,549173
458,1039,-195,148,20629,5981,4882,-56,64,87,6926,549178
457,1041,-191,148,26489,854,5493,-56,64,87,6926,549183
458,1048,-193,160,20996,-1586,3173,-56,64,87,6926,549188
460,1042,-183,162,21850,3784,5126,-56,64,87,6926,549193
458,1042,-183,158,19775,-1586,4638,-56,64,87,6926,549198
458,1050,-177,154,21606,-3906,2929,-56,64,87,6926,549203
459,1052,-179,156,13549,-5615,-488,-57,64,87,6924,549208
458,1052,-191,152,20507,-11352,7568,-57,64,87,6924,549213
459,1046,-185,146,14648,-8789,4638,-57,64,87,6924,549218
459,1050,-183,138,14648,0,16113,-57,64,87,6924,549223
459,1048,-185,138,14038,-7934,6591,-57,64,87,6924,549228
458,1042,-181,142,19409,-5859,6958,-57,64,87,6924,549233
458,1044,-181,130,15991,-7202,15258,-57,64,87,6924,549238
459,1037,-183,138,22460,-3784,16113,-57,62,86,6925,549243
458,1037,-179,136,16357,732,10498,-57,62,86,6925,549248
458,1033,-183,140,13916,-2685,10009,-57,62,86,6925,549253
459,1035,-183,138,11352,-4882,8422,-57,62,86,6925,549258
458,1037,-179,140,9033,-6591,14770,-57,62,86,6925,549263
458,1027,-181,132,12573,-2441,9521,-57,62,86,6925,549268
458,1025,-187,140,7812,-1586,6103,-57,62,86,6925,549273
458,1021,-179,130,10864,-1708,13427,-56,64,87,6925,549278
458,1017,-179,134,3051,-5859,7446,-56,64,87,6925,549283
459,1015,-183,134,-244,-732,4516,-56,64,87,6925,549288
458,1011,-181,134,5126,5249,13061,-56,64,87,6925,549293
457,1013,-187,130,4150,4394,10620,-56,64,87,6925,549298
458,1007,-187,121,2319,1220,2807,-56,64,87,6925,549303
458,1000,-185,117,-1342,3906,1831,-56,64,87,6925,549308
458,998,-181,117,3906,10986,4394,-56,64,86,6925,549313
457,996,-187,113,-2807,2441,8178,-56,64,86,6925,549318
458,988,-187,109,2685,732,4394,-56,64,86,6925,549323
460,994,-189,109,854,2319,4028,-56,64,86,6925,549328
458,984,-191,107,-3173,6835,9643,-56,64,86,6925,549333
459,988,-189,103,-4638,2685,7934,-56,64,86,6925,549338
458,984,-191,105,-1953,6103,732,-57,63,86,6925,549343
458,984,-189,97,-4028,5371,1953,-57,63,86,6925,549348
458,988,-197,95,-4760,6591,-1342,-57,63,86,6925,549353
458,984,-199,97,-4150,7934,-5981,-57,63,86,6925,549358
459,990,-205,97,-4882,-2685,3540,-57,63,86,6925,549363
458,992,-199,95,5126,-488,-976,-57,63,86,6925,549368
458,996,-195,95,-4516,-732,1464,-57,63,86,6925,549373
457,992,-199,95,-2441,-1953,-366,-57,63,86,6924,549378
458,990,-193,95,0,1708,-732,-57,63,86,6924,549383
458,1000,-197,97,-5371,-9033,366,-57,63,86,6924,549388
457,1000,-203,97,-3662,-2441,-10498,-57,63,86,6924,549393
458,1005,-201,95,-7446,-6347,-5493,-57,63,86,6924,549398
458,1005,-193,95,2807,-2319,-2319,-57,63,86,6924,549403
460,1011,-203,97,-4150,-7690,-6103,-57,63,86,6924,549408
459,1013,-193,93,0,244,3417,-57,64,87,6925,549413
458,1015,-197,97,-6591,-3662,1098,-57,64,87,6925,549418
458,1019,-197,99,-4760,-1464,610,-57,64,87,6925,549423
458,1021,-199,97,-5126,-854,-2807,-57,64,87,6925,549428
457,1025,-199,99,1342,244,244,-57,64,87,6925,549433
458,1029,-193,97,610,3173,1708,-57,64,87,6925,549438
458,1029,-197,97,4150,-3417,-976,-57,64,87,6925,549443
459,1023,-185,105,-3417,-2441,-2197,-55,63,87,6925,549448
458,1035,-195,105,4882,6103,-1953,-55,63,87,6925,549453
458,1041,-195,101,3662,-4516,2319,-55,63,87,6925,549458
458,1046,-201,99,-3295,-2929,1342,-55,63,87,6925,549463
456,1050,-191,97,3417,-5126,2563,-55,63,87,6925,549468
457,1048,-195,99,-4272,1708,-3051,-55,63,87,6925,549473
459,1048,-197,103,-4394,488,-366,-55,63,87,6925,549478
458,1050,-201,101,-1708,-854,366,-55,64,86,6926,549483
457,1052,-201,97,-7324,4272,6835,-55,64,86,6926,549488
459,1056,-205,109,-1464,122,2563,-55,64,86,6926,549493
459,1044,-201,101,-1464,5371,6103,-55,64,86,6926,549498
458,1041,-201,103,5249,-488,5249,-55,64,86,6926,549503
459,1046,-203,101,0,-6103,-488,-55,64,86,6926,549508
457,1033,-199,103,-732,4638,8178,-55,64,86,6926,549513
457,1029,-205,107,-2197,6713,6225,-56,62,86,6925,549518
459,1029,-199,101,-2197,-2075,7690,-56,62,86,6925,549523
458,1025,-207,101,-4394,-4760,6958,-56,62,86,6925,549528
459,1025,-214,97,-4760,7324,11962,-56,62,86,6925,549533
458,1023,-212,95,610,3540,4760,-56,62,86,6925,549538
458,1027,-207,97,2441,-488,5371,-56,62,86,6925,549543
458,1029,-214,93,-4272,5981,7202,-56,62,86,6925,549548
459,1029,-210,99,2075,6103,-3906,-55,63,87,6925,549553
460,1031,-216,93,1953,2197,8544,-55,63,87,6925,549558
458,1019,-210,93,2807,-3540,5004,-55,63,87,6925,549563
459,1021,-210,91,2685,5004,10864,-55,63,87,6925,549568
458,1013,-208,93,-3051,244,13061,-55,63,87,6925,549573
