,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding
595680,-1.4470322,-0.7972776999999999,1.3496298999999998,1.1712174,1.7604412,-0.7700477,-1.0123621999999999,-0.71545416,-2.4524572,-1.5734053999999997,-1.7985433000000002,-1.7344328000000002
595681,-1.4479436,-0.79934317,1.3851618,1.1558058,1.8071101000000003,-0.7817064,-1.0435287,-0.7258316,-2.454273,-1.57336,-1.7971827,-1.731671
595682,-1.4430162,-0.80085087,1.3135277,1.2100401,1.8536299999999999,-0.7426694,-1.0344391,-0.6943104999999999,-2.4485495,-1.5730908000000001,-1.7960633000000001,-1.7293763999999998
595683,-1.4450326999999998,-0.80165476,1.2835869,1.2099634,1.8928143,-0.7242557,-1.0514388000000001,-0.6795023,-2.4440598,-1.572977,-1.7951796999999998,-1.7276706999999998
595684,-1.4481965,-0.8025734999999999,1.3858485,1.0987756000000002,1.9154022000000002,-0.77156305,-1.1232042,-0.7189606,-2.4430275000000004,-1.5726073999999999,-1.7879897,-1.7264161
595685,-1.4417124,-0.80297315,1.5035809,0.9612421,1.9313711999999998,-0.829571,-1.20712,-0.76751226,-2.4389827,-1.57195,-1.7789099999999998,-1.7254759999999998
595686,-1.4386168,-0.8024574000000001,1.5728011,0.87776625,1.9512074000000001,-0.8626925999999999,-1.2612346,-0.79535574,-2.432518,-1.5704978,-1.7732848,-1.7248025000000002
595687,-1.442668,-0.80194014,1.5723983,0.89840376,1.9640194,-0.85738045,-1.2540198999999999,-0.79116184,-2.4315794,-1.5693686000000002,-1.7685241999999999,-1.7240611000000001
595688,-1.4441503999999998,-0.8016448,1.4709306999999998,1.0174901,1.9556088,-0.8060998,-1.1834868,-0.7480891,-2.4309849999999997,-1.5680287,-1.7643803,-1.7199831
595689,-1.4431999,-0.80137396,1.3420035,1.1342925,1.942693,-0.7465016,-1.1130989,-0.6973095,-2.4224438999999998,-1.5670837,-1.7614111000000001,-1.711516
595690,-1.4433153,-0.8011342,1.2492353999999999,1.2150546,1.9443935,-0.7029683000000001,-1.0691211,-0.6610228,-2.4238627,-1.5667852,-1.7592835,-1.7072378000000001
595691,-1.4445298999999998,-0.8004230999999999,1.1458725,1.2888294,1.9429758000000001,-0.6539513000000001,-1.0274615,-0.61884606,-2.4201972,-1.5661973,-1.7575858,-1.7087965
595692,-1.4434347,-0.7989729,0.9913603000000001,1.3854544,1.9167999,-0.5858024000000001,-0.96086997,-0.55757684,-2.4141328,-1.5660341,-1.7562715,-1.7040756999999997
595693,-1.4478904,-0.79787767,0.8207725,1.4694899,1.8775296000000001,-0.5135359,-0.89459336,-0.49177570000000004,-2.4143974999999998,-1.5654086,-1.7554455000000002,-1.6926758000000002
595694,-1.451809,-0.7966015999999999,0.66192317,1.5345659999999999,1.8370464,-0.44689894,-0.83770776,-0.43014547,-2.4150812999999998,-1.5640023,-1.7540232,-1.6834881999999998
595695,-1.4489714,-0.7951129,0.4517516,1.5629939,1.7911466,-0.35888636,-0.79968005,-0.34698546,-2.4170048,-1.5624846000000001,-1.7520082,-1.674927
595696,-1.4492393999999997,-0.79493463,0.16483346,1.5136895000000001,1.7336866999999998,-0.23282722,-0.8060665,-0.23021361,-2.4129627,-1.5610487,-1.749883,-1.6657096999999998
595697,-1.4508244,-0.7952998,-0.10399491,1.4245086999999999,1.6687726999999999,-0.10722059,-0.8344322,-0.11659479,-2.4069386,-1.5603716,-1.7484213,-1.6571726999999998
595698,-1.4474376,-0.79592746,-0.31066078,1.3481766000000002,1.6001718999999999,-0.0067300345,-0.8507665999999999,-0.024974417000000002,-2.3908503,-1.5604742,-1.7472768,-1.6507098999999998
595699,-1.4460024,-0.79686606,-0.43032829999999994,1.3239049999999999,1.5440528,0.049149599999999995,-0.8361870000000001,0.026916234,-2.3930104,-1.5593901000000001,-1.7463101000000003,-1.6439390999999999
595700,-1.4400792,-0.7979529000000001,-0.44511873,1.3676686000000002,1.5209848999999998,0.049255855,-0.7933635,0.030120714,-2.392186,-1.5572864,-1.7456174,-1.6370524
595701,-1.4310243999999999,-0.7994949,-0.3831542,1.439531,1.5194098999999999,0.014884231000000001,-0.7442866,0.0008928559,-2.3914285,-1.5549785,-1.7451211,-1.6329501
595702,-1.4235626000000001,-0.80084157,-0.27025920000000003,1.5102252,1.5289633999999999,-0.039284796000000004,-0.7016281,-0.048693365999999995,-2.3872335,-1.5543607,-1.7411259999999997,-1.6271255
595703,-1.4214668,-0.80208635,-0.20404038,1.5527893999999998,1.5386503,-0.071237355,-0.67715466,-0.077828,-2.3752897,-1.5532533000000002,-1.7339293999999998,-1.6204143999999998
595704,-1.4224806,-0.80325204,-0.24567565,1.5513938999999999,1.535915,-0.054707482,-0.678203,-0.060717615999999995,-2.3774176,-1.550906,-1.7279484,-1.6150748
595705,-1.4182698999999999,-0.8033585999999999,-0.25244686,1.5646643999999998,1.5370933,-0.054806083,-0.67068124,-0.06022286,-2.3858639999999998,-1.548475,-1.7237213,-1.6116184999999998
595706,-1.4117646000000001,-0.80251443,-0.12373166,1.6063492,1.562039,-0.11277128,-0.6565548000000001,-0.115414165,-2.3892112,-1.5478588,-1.7205784,-1.6083174999999998
595707,-1.4101486,-0.8017741999999999,0.018461328,1.6401656999999998,1.5854095,-0.1733948,-0.64632714,-0.17233433,-2.3924086,-1.5476756,-1.7159866999999998,-1.6042571
595708,-1.4084603,-0.8017181999999999,0.087350756,1.6640171000000001,1.5772495,-0.20120970000000002,-0.6241095999999999,-0.19867566,-2.3879905,-1.5459383,-1.7112908,-1.6003964
595709,-1.4064216999999999,-0.8017302,0.14306527,1.6846055,1.5543176,-0.22503905,-0.5947333,-0.22107518,-2.3936465,-1.5440031,-1.7070973000000003,-1.597207
595710,-1.4090827,-0.80091727,0.22926010000000002,1.6996008999999999,1.5342162,-0.26347709999999996,-0.5711555,-0.25728613,-2.3867182999999996,-1.5425886999999998,-1.7041727,-1.5947868
595711,-1.4114133,-0.7995274,0.3273636,1.7055508000000001,1.5152085,-0.30619594,-0.55347854,-0.29774040000000007,-2.385319,-1.5414438,-1.7021971000000002,-1.593073
595712,-1.4093055,-0.79845226,0.41861433,1.7049255,1.4951088,-0.34644777,-0.53919685,-0.33589209999999997,-2.3805332000000003,-1.5407926,-1.7006837,-1.591913
595713,-1.4055233,-0.79770076,0.5351268,1.6859475,1.4821870000000001,-0.3999758,-0.5419354999999999,-0.38645858,-2.3766613,-1.5392419,-1.6985306,-1.5897714
595714,-1.4043771,-0.7967331,0.6981574,1.6256273,1.4871359,-0.47647437,-0.5826428000000001,-0.45725793,-2.3725576,-1.5371621000000002,-1.6959519,-1.5847677
595715,-1.4055455,-0.79549444,0.87862706,1.5291517,1.5057863,-0.5628843000000001,-0.6539571999999999,-0.5356141999999999,-2.3644432999999996,-1.5359561000000002,-1.6940621,-1.5789576
595716,-1.407053,-0.79485846,1.0599117,1.4039268,1.5352391,-0.65053844,-0.7483655,-0.61365753,-2.349814,-1.5362346000000002,-1.6913201,-1.5748574
595717,-1.4056318,-0.7951515,1.1744593,1.3364011,1.5598281999999999,-0.70217055,-0.8035119000000001,-0.6596692,-2.3506725,-1.5369368,-1.6885084,-1.5739921000000001
595718,-1.400352,-0.79590684,1.1682479,1.3674144,1.5607737,-0.6949703,-0.78445476,-0.65433717,-2.3507416,-1.5359118,-1.6864938999999999,-1.5752064
595719,-1.3988043,-0.79653686,1.1103313999999997,1.4246503000000001,1.5506923000000001,-0.665551,-0.7435276,-0.6287369,-2.358787,-1.5353663,-1.6847613999999997,-1.5752374
595720,-1.3991958,-0.797397,1.0542768,1.4743015,1.5427389,-0.6380453,-0.70848054,-0.60449725,-2.3557584,-1.5346446000000002,-1.6833572,-1.5728798000000002
595721,-1.3977715,-0.7983895000000001,0.9801542,1.524097,1.5356101,-0.60227823,-0.67312914,-0.5722918,-2.3537102,-1.5334478999999999,-1.6823511000000002,-1.5708822
595722,-1.400327,-0.79914504,0.87224513,1.5767018999999998,1.5276191000000001,-0.55197465,-0.635706,-0.5261585,-2.3512387,-1.5323094,-1.6816301,-1.566152
595723,-1.4044683999999998,-0.79971325,0.75153893,1.6214606000000003,1.5231886000000001,-0.4972486,-0.6056467,-0.47534063,-2.3505873999999998,-1.5302402,-1.6811136000000002,-1.5579234
595724,-1.4039243000000001,-0.79981637,0.6346460999999999,1.6509814999999999,1.5279526,-0.44471508,-0.59064466,-0.42680153,-2.3475504000000003,-1.5278566,-1.6807435000000002,-1.5514156000000001
595725,-1.4026828000000002,-0.79974407,0.5865184,1.6699861,1.5406374,-0.42285,-0.5860759,-0.4070858,-2.3397040000000002,-1.5244771000000001,-1.6804782,-1.5470358
595726,-1.4042516,-0.79992205,0.6462071,1.6602201,1.5610409,-0.44898924,-0.6044649000000001,-0.43136796,-2.3305986,-1.5219261999999998,-1.6802881999999997,-1.5436108999999998
595727,-1.4049242,-0.8001196,0.7453105999999999,1.6287875,1.5880461000000001,-0.49309704,-0.63988644,-0.47174448,-2.333294,-1.5198746,-1.680152,-1.5408149
595728,-1.4008608999999999,-0.80000395,0.8415616,1.5902945,1.6213051,-0.535384,-0.6826806,-0.5100997,-2.328791,-1.5182683000000001,-1.6791300999999998,-1.5388408000000002
595729,-1.3999606000000002,-0.7996285,0.88998127,1.5762788,1.6490532,-0.5547979999999999,-0.70719635,-0.527596,-2.3332875,-1.5179752,-1.6741796000000002,-1.5374659
595730,-1.4045557,-0.7993336999999999,0.8568549999999999,1.597906,1.6570235,-0.5385287,-0.69908065,-0.5127039000000001,-2.3308202999999996,-1.5176368999999998,-1.6680854999999999,-1.5366161
595731,-1.4085747,-0.7983588,0.8048432,1.6234618,1.6589875,-0.51582193,-0.6853265000000001,-0.49193656,-2.3350084,-1.5170894,-1.6634582999999998,-1.5359511000000001
595732,-1.4082686000000002,-0.7966966,0.78147066,1.6360885,1.6699970000000002,-0.5056162999999999,-0.68457043,-0.4827834,-2.3318950000000003,-1.5132589,-1.6596807,-1.5350116000000003
595733,-1.4085566999999999,-0.794983,0.7874211,1.6368709,1.6871785,-0.50714886,-0.6935483,-0.4844309,-2.3341324,-1.5074934,-1.6567131999999998,-1.5340203000000001
595734,-1.4090475,-0.79373646,0.8169557,1.6253952,1.707982,-0.5195797000000001,-0.71197814,-0.49570590000000003,-2.3292990000000002,-1.5037072,-1.6545870999999999,-1.5334052
595735,-1.4107409,-0.7928876,0.8299389000000001,1.6210083,1.7210034,-0.52304083,-0.7217608,-0.49888408,-2.31488,-1.5008749,-1.6530637,-1.5322559999999998
595736,-1.4120928,-0.7924097,0.7917831,1.6348655,1.7121794,-0.50506514,-0.7083309,-0.48272148,-2.2956054,-1.4980096999999999,-1.64969,-1.5309663
595737,-1.411074,-0.7921614,0.66948384,1.6576526000000003,1.6865675,-0.45175505,-0.6803638000000001,-0.43315843,-2.3054454,-1.4959566999999998,-1.6459862,-1.529136
595738,-1.4083318999999999,-0.79296005,0.44460872,1.6531019,1.6475155,-0.35525846,-0.66360486,-0.34161815,-2.3089392,-1.4945176000000002,-1.6425523999999998,-1.5257101
595739,-1.4053748,-0.79502493,0.24293628,1.6396723000000002,1.6067021000000001,-0.26841664,-0.6511091999999999,-0.25912529999999995,-2.3030388,-1.4933769,-1.6365903999999998,-1.5220344
595740,-1.4072558000000002,-0.7966319000000001,0.13974553,1.6449177,1.5770864,-0.22481124,-0.6290809,-0.2178089,-2.3050177000000005,-1.4928697,-1.6296389999999998,-1.5188639
595741,-1.4089260000000001,-0.7973909,0.13486013,1.6654258999999998,1.565479,-0.22462162,-0.6086821,-0.21818727,-2.307356,-1.4924353000000001,-1.6243229,-1.5157433999999999
595742,-1.4077286,-0.79811656,0.23065488,1.6778315,1.5819725,-0.26666516,-0.6099541999999999,-0.25926778,-2.3102536,-1.4917396,-1.620801,-1.5112678999999998
595743,-1.4074385,-0.79910666,0.35518488,1.6798851000000001,1.6058027,-0.3198154,-0.6220444,-0.30945534,-2.3191473,-1.4912032,-1.6183752,-1.5082723
595744,-1.4094671,-0.7997865,0.45836170000000004,1.6786078000000002,1.6144717,-0.36378875,-0.62696373,-0.35074213,-2.3134022,-1.4907392,-1.6151928,-1.506674
595745,-1.4128667,-0.800236,0.5351674,1.6763599999999999,1.6171293,-0.39748904,-0.62918705,-0.38247329999999996,-2.3076262,-1.4899265,-1.6120981,-1.5051285
595746,-1.4119313,-0.80049896,0.587921,1.6755016,1.6235707000000001,-0.4205206,-0.6331134,-0.4040873,-2.2997465,-1.4894403999999999,-1.6097615,-1.5042425
595747,-1.4084191000000001,-0.8006121,0.59497106,1.6819238999999997,1.6252343999999999,-0.4225865,-0.6290372,-0.40648144,-2.3024134999999997,-1.4897069,-1.6079952,-1.5027099
595748,-1.4148451000000002,-0.8001604999999999,0.53994346,1.6918099999999998,1.6115549999999998,-0.39771312,-0.61478555,-0.38354772,-2.3030953,-1.4895831,-1.6067456,-1.4994034
595749,-1.4263430000000001,-0.7989676,0.46487920000000005,1.6994311999999998,1.5978754,-0.3657843,-0.6019484,-0.35414135,-2.2953076,-1.489447,-1.6057743999999998,-1.4953108
595750,-1.4253221999999999,-0.7978092,0.40078333,1.7045598999999998,1.6015548000000002,-0.33975598,-0.60200655,-0.3297903,-2.3066535,-1.4892874,-1.6050786,-1.4925416
595751,-1.4182569,-0.7971554,0.30508325,1.7000070999999999,1.6074817,-0.29932636,-0.6102398,-0.29107094,-2.297129,-1.4887012,-1.6039237,-1.491048
595752,-1.4120386999999999,-0.7961189000000001,0.14821413,1.6710744999999998,1.5986923000000002,-0.23191272,-0.62688196,-0.22662039,-2.2894511000000004,-1.4879883999999999,-1.6022618,-1.4904711000000002
595753,-1.409451,-0.79402596,0.0059177075,1.6385458,1.5843265,-0.17043309,-0.64202106,-0.16825178,-2.2865574,-1.4869757,-1.6015285,-1.4874381
595754,-1.4079423999999998,-0.7925549,-0.07486178,1.6248492,1.5741829,-0.13580994,-0.64560217,-0.13530037,-2.294093,-1.4858601,-1.6015648,-1.4819354999999999
595755,-1.4061296,-0.7920585,-0.11691661,1.6203191000000001,1.5713496999999998,-0.11945972,-0.6456172,-0.119797766,-2.2947776,-1.4851046,-1.6004913,-1.4779928
595756,-1.4091798999999998,-0.7916878,-0.1303682,1.6253761999999998,1.5801027,-0.11533435,-0.648463,-0.11572056,-2.302952,-1.4844655,-1.5959103000000001,-1.4757174
595757,-1.4176165,-0.79114,-0.063749656,1.6472765999999999,1.6012589,-0.14496909,-0.64633685,-0.14443827,-2.291718,-1.4834398000000002,-1.5886831,-1.4737995000000002
595758,-1.422321,-0.79142827,0.11526287,1.6588116999999998,1.6375818000000002,-0.22115861,-0.6576263000000001,-0.21700248,-2.2850685,-1.4820778000000001,-1.5822836999999998,-1.4705895
595759,-1.4219747,-0.79309165,0.32807434,1.6324493999999998,1.6864281000000003,-0.31118658,-0.69813716,-0.30214223,-2.2784119,-1.4803149,-1.5771978000000002,-1.4669027000000001
595760,-1.4236399,-0.7948286,0.52461714,1.5784694,1.7465179,-0.3936688,-0.7592017,-0.37984902,-2.26755,-1.4782996000000002,-1.5732738000000002,-1.4650722
595761,-1.4390112,-0.79620934,0.7241662,1.4858308,1.8058683,-0.47749925,-0.83969694,-0.4566182,-2.269417,-1.4774254999999998,-1.5694747,-1.4657393
595762,-1.4597025,-0.79758817,0.93373513,1.3766226000000001,1.8511022000000001,-0.5683385999999999,-0.9226953000000001,-0.53708327,-2.2774558,-1.4767781,-1.565854,-1.4654956000000001
595763,-1.4699788,-0.7984108,1.0855213,1.301792,1.8774247,-0.63295704,-0.976927,-0.59442407,-2.2728567,-1.4755424,-1.563718,-1.4645605
595764,-1.4668822,-0.7988630999999999,1.1319453000000002,1.3169442,1.8767618000000001,-0.6508388,-0.96870714,-0.6109098000000001,-2.2613522999999995,-1.4747703,-1.5622528999999998,-1.4643595
595765,-1.462012,-0.79924387,1.1111163999999998,1.3711438999999999,1.8567613,-0.6405390999999999,-0.92855614,-0.6024060999999999,-2.2579743999999997,-1.4740778,-1.560633,-1.4628223999999999
595766,-1.4647312,-0.79933614,1.0520245000000001,1.4351544,1.8232424999999999,-0.614794,-0.8750923,-0.57986844,-2.26273,-1.4738227,-1.5573583,-1.4589347
595767,-1.4608487,-0.79849774,0.99596906,1.4888805,1.782312,-0.5912851,-0.8227145,-0.5591333,-2.2572126,-1.472653,-1.5539991000000002,-1.4558201000000002
595768,-1.4514296,-0.79755324,0.97018194,1.5208426000000002,1.739611,-0.5812791,-0.7810520000000001,-0.55081576,-2.2603571,-1.4691846000000002,-1.5507438,-1.4534103999999999
595769,-1.44137,-0.7965159,0.973319,1.5312606000000002,1.7081944,-0.58643425,-0.7585279,-0.5561640999999999,-2.2604895000000003,-1.4647223,-1.5470133999999998,-1.4508758
595770,-1.4299183000000002,-0.7950672,1.0155205,1.5133803999999997,1.703991,-0.6073601,-0.76816374,-0.57524884,-2.2602012000000005,-1.4611753,-1.5441383,-1.4476728
595771,-1.4202924,-0.7938975,1.0386821,1.5059916000000002,1.7071325000000002,-0.61703146,-0.7748727,-0.58386314,-2.2594082,-1.4584814,-1.5407455,-1.4445559
595772,-1.4133958,-0.7930594,0.99865466,1.5335107,1.696304,-0.59846175,-0.7528231,-0.5672069000000001,-2.2546484,-1.4554367,-1.5375556000000001,-1.4421122
595773,-1.4084531999999998,-0.7924589,0.9681075000000001,1.5529030000000001,1.6870553,-0.58615035,-0.7364759,-0.5562265000000001,-2.2471673,-1.4536277,-1.5352843999999999,-1.4408541000000001
595774,-1.4075950000000002,-0.7918658000000001,1.0017748,1.5354318999999998,1.697283,-0.6020236999999999,-0.7529732,-0.5705295,-2.245332,-1.4537697,-1.532086,-1.4389296
